lower guild,upper guild,lower.species,upper.species,fortotals,lower,upper
01PLANT.,06MINERPARA.,Anthriscus sylvestris,Miscogaster maculata,6.57E+02,01PLANT.Anthriscus sylvestris,06MINERPARA.Miscogaster maculata
01PLANT.,06MINERPARA.,Arctium minus,Anagrus sp A,8.29E+02,01PLANT.Arctium minus,06MINERPARA.Anagrus sp A
01PLANT.,06MINERPARA.,Arctium minus,Chrysocharis viridis,2.49E+03,01PLANT.Arctium minus,06MINERPARA.Chrysocharis viridis
01PLANT.,06MINERPARA.,Avena sativa spring-sown,Dacnusa maculipes/confinis,1.60E+04,01PLANT.Avena sativa spring-sown,06MINERPARA.Dacnusa maculipes/confinis
01PLANT.,06MINERPARA.,Avena sativa spring-sown,Diglyphus isaea,2.80E+04,01PLANT.Avena sativa spring-sown,06MINERPARA.Diglyphus isaea
01PLANT.,06MINERPARA.,Bellis perennis,Desmiostoma parvulum,4.93E+04,01PLANT.Bellis perennis,06MINERPARA.Desmiostoma parvulum
01PLANT.,06MINERPARA.,Cerastium fontanum,Pnigalio soemius,1.93E+04,01PLANT.Cerastium fontanum,06MINERPARA.Pnigalio soemius
01PLANT.,06MINERPARA.,Chaerophyllum temulum,Diglyphus isaea,8.29E+02,01PLANT.Chaerophyllum temulum,06MINERPARA.Diglyphus isaea
01PLANT.,06MINERPARA.,Cirsium arvense,Alysiinae sp,3.87E+03,01PLANT.Cirsium arvense,06MINERPARA.Alysiinae sp
01PLANT.,06MINERPARA.,Cirsium arvense,Anagrus sp B,1.90E+04,01PLANT.Cirsium arvense,06MINERPARA.Anagrus sp B
01PLANT.,06MINERPARA.,Cirsium arvense,Asaphes suspensus,6.39E+03,01PLANT.Cirsium arvense,06MINERPARA.Asaphes suspensus
01PLANT.,06MINERPARA.,Cirsium arvense,Campoplex sp,9.68E+01,01PLANT.Cirsium arvense,06MINERPARA.Campoplex sp
01PLANT.,06MINERPARA.,Cirsium arvense,Chelonus sp,1.54E+03,01PLANT.Cirsium arvense,06MINERPARA.Chelonus sp
01PLANT.,06MINERPARA.,Cirsium arvense,Chelonus sp aff rimatus,6.57E+02,01PLANT.Cirsium arvense,06MINERPARA.Chelonus sp aff rimatus
01PLANT.,06MINERPARA.,Cirsium arvense,Chrysocharis orbicularis,4.09E+03,01PLANT.Cirsium arvense,06MINERPARA.Chrysocharis orbicularis
01PLANT.,06MINERPARA.,Cirsium arvense,Chrysocharis pubicornis,2.46E+04,01PLANT.Cirsium arvense,06MINERPARA.Chrysocharis pubicornis
01PLANT.,06MINERPARA.,Cirsium arvense,Chrysocharis viridis,6.61E+04,01PLANT.Cirsium arvense,06MINERPARA.Chrysocharis viridis
01PLANT.,06MINERPARA.,Cirsium arvense,Cyrtogaster vulgaris,7.02E+03,01PLANT.Cirsium arvense,06MINERPARA.Cyrtogaster vulgaris
01PLANT.,06MINERPARA.,Cirsium arvense,Dacnusa areolaris,1.96E+04,01PLANT.Cirsium arvense,06MINERPARA.Dacnusa areolaris
01PLANT.,06MINERPARA.,Cirsium arvense,Dacnusa maculipes/confinis,1.90E+04,01PLANT.Cirsium arvense,06MINERPARA.Dacnusa maculipes/confinis
01PLANT.,06MINERPARA.,Cirsium arvense,Dacnusa tarsalis,3.55E+05,01PLANT.Cirsium arvense,06MINERPARA.Dacnusa tarsalis
01PLANT.,06MINERPARA.,Cirsium arvense,Diglyphus isaea,4.10E+05,01PLANT.Cirsium arvense,06MINERPARA.Diglyphus isaea
01PLANT.,06MINERPARA.,Cirsium arvense,Exotela spinifer,1.91E+03,01PLANT.Cirsium arvense,06MINERPARA.Exotela spinifer
01PLANT.,06MINERPARA.,Cirsium arvense,Forsterella sp,2.20E+03,01PLANT.Cirsium arvense,06MINERPARA.Forsterella sp
01PLANT.,06MINERPARA.,Cirsium arvense,Gelis bicolor,1.54E+03,01PLANT.Cirsium arvense,06MINERPARA.Gelis bicolor
01PLANT.,06MINERPARA.,Cirsium arvense,Hemiptarsenus dropion,9.68E+01,01PLANT.Cirsium arvense,06MINERPARA.Hemiptarsenus dropion
01PLANT.,06MINERPARA.,Cirsium arvense,Hemiptarsenus unguicellus,6.16E+03,01PLANT.Cirsium arvense,06MINERPARA.Hemiptarsenus unguicellus
01PLANT.,06MINERPARA.,Cirsium arvense,Miscogaster maculata,9.68E+01,01PLANT.Cirsium arvense,06MINERPARA.Miscogaster maculata
01PLANT.,06MINERPARA.,Cirsium arvense,Opius sensu stricto lugens,1.34E+04,01PLANT.Cirsium arvense,06MINERPARA.Opius sensu stricto lugens
01PLANT.,06MINERPARA.,Cirsium arvense,Phaedrotoma exigua,6.39E+03,01PLANT.Cirsium arvense,06MINERPARA.Phaedrotoma exigua
01PLANT.,06MINERPARA.,Cirsium arvense,Pnigalio soemius,7.26E+01,01PLANT.Cirsium arvense,06MINERPARA.Pnigalio soemius
01PLANT.,06MINERPARA.,Cirsium arvense,Seladerma diffine,6.79E+05,01PLANT.Cirsium arvense,06MINERPARA.Seladerma diffine
01PLANT.,06MINERPARA.,Cirsium arvense,Seladerma tarsale,2.73E+04,01PLANT.Cirsium arvense,06MINERPARA.Seladerma tarsale
01PLANT.,06MINERPARA.,Cirsium vulgare,Dacnusa maculipes/confinis,4.38E+02,01PLANT.Cirsium vulgare,06MINERPARA.Dacnusa maculipes/confinis
01PLANT.,06MINERPARA.,Cirsium vulgare,Dacnusa tarsalis,6.55E+02,01PLANT.Cirsium vulgare,06MINERPARA.Dacnusa tarsalis
01PLANT.,06MINERPARA.,Cirsium vulgare,Opiinae sp,5.52E+02,01PLANT.Cirsium vulgare,06MINERPARA.Opiinae sp
01PLANT.,06MINERPARA.,Cirsium vulgare,Seladerma diffine,5.52E+02,01PLANT.Cirsium vulgare,06MINERPARA.Seladerma diffine
01PLANT.,06MINERPARA.,Corylus avellana,Colastes braconius,8.29E+02,01PLANT.Corylus avellana,06MINERPARA.Colastes braconius
01PLANT.,06MINERPARA.,Crataegus monogyna,Achrysocharoides atys,1.53E+03,01PLANT.Crataegus monogyna,06MINERPARA.Achrysocharoides atys
01PLANT.,06MINERPARA.,Crataegus monogyna,Chrysocharis pentheus,1.94E+02,01PLANT.Crataegus monogyna,06MINERPARA.Chrysocharis pentheus
01PLANT.,06MINERPARA.,Crataegus monogyna,Pnigalio soemius,9.68E+01,01PLANT.Crataegus monogyna,06MINERPARA.Pnigalio soemius
01PLANT.,06MINERPARA.,Crataegus monogyna,Sympiesis sericeicornis,8.29E+02,01PLANT.Crataegus monogyna,06MINERPARA.Sympiesis sericeicornis
01PLANT.,06MINERPARA.,Dipsacus fullonum,Anagrus sp C,5.52E+02,01PLANT.Dipsacus fullonum,06MINERPARA.Anagrus sp C
01PLANT.,06MINERPARA.,Dipsacus fullonum,Chorebus tanis,5.52E+02,01PLANT.Dipsacus fullonum,06MINERPARA.Chorebus tanis
01PLANT.,06MINERPARA.,Glechoma hederacea,Colastes braconius,2.19E+02,01PLANT.Glechoma hederacea,06MINERPARA.Colastes braconius
01PLANT.,06MINERPARA.,Heracleum sphondylium,Aphanogmus sp,5.52E+02,01PLANT.Heracleum sphondylium,06MINERPARA.Aphanogmus sp
01PLANT.,06MINERPARA.,Heracleum sphondylium,Apodesmia ocellata,7.71E+02,01PLANT.Heracleum sphondylium,06MINERPARA.Apodesmia ocellata
01PLANT.,06MINERPARA.,Heracleum sphondylium,Chrysocharis pentheus,5.52E+02,01PLANT.Heracleum sphondylium,06MINERPARA.Chrysocharis pentheus
01PLANT.,06MINERPARA.,Heracleum sphondylium,Chrysocharis viridis,6.72E+03,01PLANT.Heracleum sphondylium,06MINERPARA.Chrysocharis viridis
01PLANT.,06MINERPARA.,Heracleum sphondylium,Colastes braconius,2.92E+02,01PLANT.Heracleum sphondylium,06MINERPARA.Colastes braconius
01PLANT.,06MINERPARA.,Heracleum sphondylium,Dacnusa laevipectus,9.20E+03,01PLANT.Heracleum sphondylium,06MINERPARA.Dacnusa laevipectus
01PLANT.,06MINERPARA.,Heracleum sphondylium,Dacnusa maculipes/confinis,1.66E+03,01PLANT.Heracleum sphondylium,06MINERPARA.Dacnusa maculipes/confinis
01PLANT.,06MINERPARA.,Heracleum sphondylium,Diglyphus isaea,1.63E+04,01PLANT.Heracleum sphondylium,06MINERPARA.Diglyphus isaea
01PLANT.,06MINERPARA.,Heracleum sphondylium,Exotela cyclogaster,5.11E+02,01PLANT.Heracleum sphondylium,06MINERPARA.Exotela cyclogaster
01PLANT.,06MINERPARA.,Heracleum sphondylium,Synopeas rhanis,5.52E+02,01PLANT.Heracleum sphondylium,06MINERPARA.Synopeas rhanis
01PLANT.,06MINERPARA.,Hordeum vulgare,Cirrospilus vittatus,4.00E+03,01PLANT.Hordeum vulgare,06MINERPARA.Cirrospilus vittatus
01PLANT.,06MINERPARA.,Hordeum vulgare,Dacnusa maculipes/confinis,4.00E+03,01PLANT.Hordeum vulgare,06MINERPARA.Dacnusa maculipes/confinis
01PLANT.,06MINERPARA.,Hordeum vulgare,Diglyphus isaea,1.60E+04,01PLANT.Hordeum vulgare,06MINERPARA.Diglyphus isaea
01PLANT.,06MINERPARA.,Hordeum vulgare,Hemiptarsenus unguicellus,8.00E+03,01PLANT.Hordeum vulgare,06MINERPARA.Hemiptarsenus unguicellus
01PLANT.,06MINERPARA.,Lonicera periclymenum,Diglyphus isaea,2.19E+02,01PLANT.Lonicera periclymenum,06MINERPARA.Diglyphus isaea
01PLANT.,06MINERPARA.,Medicago sativa ssp. sativa,Chrysocharis pentheus,1.90E+04,01PLANT.Medicago sativa ssp. sativa,06MINERPARA.Chrysocharis pentheus
01PLANT.,06MINERPARA.,Medicago sativa ssp. sativa,Dacnusa maculipes/confinis,6.33E+03,01PLANT.Medicago sativa ssp. sativa,06MINERPARA.Dacnusa maculipes/confinis
01PLANT.,06MINERPARA.,Medicago sativa ssp. sativa,Diglyphus isaea,1.39E+05,01PLANT.Medicago sativa ssp. sativa,06MINERPARA.Diglyphus isaea
01PLANT.,06MINERPARA.,Medicago sativa ssp. sativa,Pnigalio soemius,6.33E+03,01PLANT.Medicago sativa ssp. sativa,06MINERPARA.Pnigalio soemius
01PLANT.,06MINERPARA.,Poaceae,Alysiinae sp,1.48E+04,01PLANT.Poaceae,06MINERPARA.Alysiinae sp
01PLANT.,06MINERPARA.,Poaceae,Apodesmia irregularis,3.31E+03,01PLANT.Poaceae,06MINERPARA.Apodesmia irregularis
01PLANT.,06MINERPARA.,Poaceae,Apodesmia similis,1.24E+04,01PLANT.Poaceae,06MINERPARA.Apodesmia similis
01PLANT.,06MINERPARA.,Poaceae,Bracon sp,1.11E+03,01PLANT.Poaceae,06MINERPARA.Bracon sp
01PLANT.,06MINERPARA.,Poaceae,Chorebus A,2.19E+02,01PLANT.Poaceae,06MINERPARA.Chorebus A
01PLANT.,06MINERPARA.,Poaceae,Chorebus aphantus,9.95E+04,01PLANT.Poaceae,06MINERPARA.Chorebus aphantus
01PLANT.,06MINERPARA.,Poaceae,Chorebus B,4.70E+03,01PLANT.Poaceae,06MINERPARA.Chorebus B
01PLANT.,06MINERPARA.,Poaceae,Chorebus C,5.52E+02,01PLANT.Poaceae,06MINERPARA.Chorebus C
01PLANT.,06MINERPARA.,Poaceae,Chorebus E,3.31E+03,01PLANT.Poaceae,06MINERPARA.Chorebus E
01PLANT.,06MINERPARA.,Poaceae,Chrysocharis orbicularis,3.31E+03,01PLANT.Poaceae,06MINERPARA.Chrysocharis orbicularis
01PLANT.,06MINERPARA.,Poaceae,Chrysocharis pentheus,7.71E+03,01PLANT.Poaceae,06MINERPARA.Chrysocharis pentheus
01PLANT.,06MINERPARA.,Poaceae,Chrysocharis polyzo,1.77E+03,01PLANT.Poaceae,06MINERPARA.Chrysocharis polyzo
01PLANT.,06MINERPARA.,Poaceae,Chrysocharis pubicornis,6.58E+04,01PLANT.Poaceae,06MINERPARA.Chrysocharis pubicornis
01PLANT.,06MINERPARA.,Poaceae,Colastes braconius,1.36E+04,01PLANT.Poaceae,06MINERPARA.Colastes braconius
01PLANT.,06MINERPARA.,Poaceae,Coloneura (ate),7.26E+01,01PLANT.Poaceae,06MINERPARA.Coloneura (ate)
01PLANT.,06MINERPARA.,Poaceae,Cyrtogaster vulgaris,1.07E+05,01PLANT.Poaceae,06MINERPARA.Cyrtogaster vulgaris
01PLANT.,06MINERPARA.,Poaceae,Dacnusa adducta,2.19E+02,01PLANT.Poaceae,06MINERPARA.Dacnusa adducta
01PLANT.,06MINERPARA.,Poaceae,Dacnusa areolaris,1.03E+05,01PLANT.Poaceae,06MINERPARA.Dacnusa areolaris
01PLANT.,06MINERPARA.,Poaceae,Dacnusa maculipes/confinis,2.17E+05,01PLANT.Poaceae,06MINERPARA.Dacnusa maculipes/confinis
01PLANT.,06MINERPARA.,Poaceae,Dacnusa tarsalis,1.66E+04,01PLANT.Poaceae,06MINERPARA.Dacnusa tarsalis
01PLANT.,06MINERPARA.,Poaceae,Dapsilarthra rufiventris,2.45E+04,01PLANT.Poaceae,06MINERPARA.Dapsilarthra rufiventris
01PLANT.,06MINERPARA.,Poaceae,Diglyphus chabrias,2.19E+02,01PLANT.Poaceae,06MINERPARA.Diglyphus chabrias
01PLANT.,06MINERPARA.,Poaceae,Diglyphus isaea,2.25E+05,01PLANT.Poaceae,06MINERPARA.Diglyphus isaea
01PLANT.,06MINERPARA.,Poaceae,Epiclerus temenus,1.45E+02,01PLANT.Poaceae,06MINERPARA.Epiclerus temenus
01PLANT.,06MINERPARA.,Poaceae,Eulophinae sp,2.50E+04,01PLANT.Poaceae,06MINERPARA.Eulophinae sp
01PLANT.,06MINERPARA.,Poaceae,Exotela flavicoxa,8.29E+02,01PLANT.Poaceae,06MINERPARA.Exotela flavicoxa
01PLANT.,06MINERPARA.,Poaceae,Forsterella sp,1.66E+03,01PLANT.Poaceae,06MINERPARA.Forsterella sp
01PLANT.,06MINERPARA.,Poaceae,Gelis anthracinus,1.54E+03,01PLANT.Poaceae,06MINERPARA.Gelis anthracinus
01PLANT.,06MINERPARA.,Poaceae,Hemiptarsenus dropion,3.14E+04,01PLANT.Poaceae,06MINERPARA.Hemiptarsenus dropion
01PLANT.,06MINERPARA.,Poaceae,Hemiptarsenus fulvicollis,5.73E+04,01PLANT.Poaceae,06MINERPARA.Hemiptarsenus fulvicollis
01PLANT.,06MINERPARA.,Poaceae,Hemiptarsenus unguicellus,1.22E+05,01PLANT.Poaceae,06MINERPARA.Hemiptarsenus unguicellus
01PLANT.,06MINERPARA.,Poaceae,Miscogaster maculata,2.71E+04,01PLANT.Poaceae,06MINERPARA.Miscogaster maculata
01PLANT.,06MINERPARA.,Poaceae,Opiinae sp,7.96E+03,01PLANT.Poaceae,06MINERPARA.Opiinae sp
01PLANT.,06MINERPARA.,Poaceae,Pediobius acantha,1.92E+03,01PLANT.Poaceae,06MINERPARA.Pediobius acantha
01PLANT.,06MINERPARA.,Poaceae,Phaedrotoma exigua,8.84E+03,01PLANT.Poaceae,06MINERPARA.Phaedrotoma exigua
01PLANT.,06MINERPARA.,Poaceae,Phaedrotoma variegata,1.66E+03,01PLANT.Poaceae,06MINERPARA.Phaedrotoma variegata
01PLANT.,06MINERPARA.,Poaceae,Pnigalio soemius,8.31E+03,01PLANT.Poaceae,06MINERPARA.Pnigalio soemius
01PLANT.,06MINERPARA.,Poaceae,Seladerma diffine,5.16E+03,01PLANT.Poaceae,06MINERPARA.Seladerma diffine
01PLANT.,06MINERPARA.,Poaceae,Seladerma tarsale,8.73E+04,01PLANT.Poaceae,06MINERPARA.Seladerma tarsale
01PLANT.,06MINERPARA.,Poaceae,Torymus sp,2.19E+02,01PLANT.Poaceae,06MINERPARA.Torymus sp
01PLANT.,06MINERPARA.,Potentilla reptans,Bracon sp,1.66E+03,01PLANT.Potentilla reptans,06MINERPARA.Bracon sp
01PLANT.,06MINERPARA.,Potentilla reptans,Colastes sp aff braconius,1.66E+03,01PLANT.Potentilla reptans,06MINERPARA.Colastes sp aff braconius
01PLANT.,06MINERPARA.,Prunus spinosa,Adelius sp,2.19E+02,01PLANT.Prunus spinosa,06MINERPARA.Adelius sp
01PLANT.,06MINERPARA.,Prunus spinosa,Apanteles circumscriptus,5.84E+02,01PLANT.Prunus spinosa,06MINERPARA.Apanteles circumscriptus
01PLANT.,06MINERPARA.,Prunus spinosa,Bracon sp,2.19E+02,01PLANT.Prunus spinosa,06MINERPARA.Bracon sp
01PLANT.,06MINERPARA.,Prunus spinosa,Chrysocharis pentheus,5.81E+02,01PLANT.Prunus spinosa,06MINERPARA.Chrysocharis pentheus
01PLANT.,06MINERPARA.,Prunus spinosa,Chrysocharis prodice,4.38E+02,01PLANT.Prunus spinosa,06MINERPARA.Chrysocharis prodice
01PLANT.,06MINERPARA.,Prunus spinosa,Cirrospilus vittatus,2.13E+03,01PLANT.Prunus spinosa,06MINERPARA.Cirrospilus vittatus
01PLANT.,06MINERPARA.,Prunus spinosa,Diadegma crataegi,5.84E+02,01PLANT.Prunus spinosa,06MINERPARA.Diadegma crataegi
01PLANT.,06MINERPARA.,Prunus spinosa,Eulophinae sp,9.68E+01,01PLANT.Prunus spinosa,06MINERPARA.Eulophinae sp
01PLANT.,06MINERPARA.,Prunus spinosa,Microgastrinae sp,2.92E+02,01PLANT.Prunus spinosa,06MINERPARA.Microgastrinae sp
01PLANT.,06MINERPARA.,Prunus spinosa,Pnigalio soemius,2.03E+03,01PLANT.Prunus spinosa,06MINERPARA.Pnigalio soemius
01PLANT.,06MINERPARA.,Pulicaria dysenterica,Bracon sp,6.16E+03,01PLANT.Pulicaria dysenterica,06MINERPARA.Bracon sp
01PLANT.,06MINERPARA.,Pulicaria dysenterica,Diglyphus isaea,3.70E+04,01PLANT.Pulicaria dysenterica,06MINERPARA.Diglyphus isaea
01PLANT.,06MINERPARA.,Pulicaria dysenterica,Phaedrotoma exigua,6.16E+03,01PLANT.Pulicaria dysenterica,06MINERPARA.Phaedrotoma exigua
01PLANT.,06MINERPARA.,Pulicaria dysenterica,Seladerma diffine,6.16E+03,01PLANT.Pulicaria dysenterica,06MINERPARA.Seladerma diffine
01PLANT.,06MINERPARA.,Quercus robur,Achrysocharoides butus,1.49E+05,01PLANT.Quercus robur,06MINERPARA.Achrysocharoides butus
01PLANT.,06MINERPARA.,Quercus robur,Achrysocharoides latreillei,2.71E+05,01PLANT.Quercus robur,06MINERPARA.Achrysocharoides latreillei
01PLANT.,06MINERPARA.,Quercus robur,Anagrus sp A,4.83E+04,01PLANT.Quercus robur,06MINERPARA.Anagrus sp A
01PLANT.,06MINERPARA.,Quercus robur,Chrysocharis laomedon,9.35E+04,01PLANT.Quercus robur,06MINERPARA.Chrysocharis laomedon
01PLANT.,06MINERPARA.,Quercus robur,Cirrospilus diallus,9.47E+05,01PLANT.Quercus robur,06MINERPARA.Cirrospilus diallus
01PLANT.,06MINERPARA.,Quercus robur,Cirrospilus lyncus,1.29E+05,01PLANT.Quercus robur,06MINERPARA.Cirrospilus lyncus
01PLANT.,06MINERPARA.,Quercus robur,Dacnusa areolaris,6.58E+03,01PLANT.Quercus robur,06MINERPARA.Dacnusa areolaris
01PLANT.,06MINERPARA.,Quercus robur,Dacnusa maculipes/confinis,6.58E+03,01PLANT.Quercus robur,06MINERPARA.Dacnusa maculipes/confinis
01PLANT.,06MINERPARA.,Quercus robur,Diglyphus isaea,1.97E+04,01PLANT.Quercus robur,06MINERPARA.Diglyphus isaea
01PLANT.,06MINERPARA.,Quercus robur,Eulophinae sp,2.20E+05,01PLANT.Quercus robur,06MINERPARA.Eulophinae sp
01PLANT.,06MINERPARA.,Quercus robur,Microgastrinae sp,3.14E+05,01PLANT.Quercus robur,06MINERPARA.Microgastrinae sp
01PLANT.,06MINERPARA.,Quercus robur,Opius sensu stricto,1.32E+04,01PLANT.Quercus robur,06MINERPARA.Opius sensu stricto
01PLANT.,06MINERPARA.,Quercus robur,Pediobius saulius,4.83E+04,01PLANT.Quercus robur,06MINERPARA.Pediobius saulius
01PLANT.,06MINERPARA.,Quercus robur,Pnigalio agraules,4.83E+04,01PLANT.Quercus robur,06MINERPARA.Pnigalio agraules
01PLANT.,06MINERPARA.,Quercus robur,Sympiesis gordius,2.72E+05,01PLANT.Quercus robur,06MINERPARA.Sympiesis gordius
01PLANT.,06MINERPARA.,Quercus robur,Sympiesis sericeicornis,4.27E+05,01PLANT.Quercus robur,06MINERPARA.Sympiesis sericeicornis
01PLANT.,06MINERPARA.,Quercus robur,Trioxys A,1.07E+05,01PLANT.Quercus robur,06MINERPARA.Trioxys A
01PLANT.,06MINERPARA.,Ranunculus repens,Alysiinae sp,3.87E+03,01PLANT.Ranunculus repens,06MINERPARA.Alysiinae sp
01PLANT.,06MINERPARA.,Ranunculus repens,Anagrus sp A,3.29E+03,01PLANT.Ranunculus repens,06MINERPARA.Anagrus sp A
01PLANT.,06MINERPARA.,Ranunculus repens,Aphanogmus microneurus,6.58E+03,01PLANT.Ranunculus repens,06MINERPARA.Aphanogmus microneurus
01PLANT.,06MINERPARA.,Ranunculus repens,Apodesmia A,3.22E+04,01PLANT.Ranunculus repens,06MINERPARA.Apodesmia A
01PLANT.,06MINERPARA.,Ranunculus repens,Apodesmia curvata,9.97E+03,01PLANT.Ranunculus repens,06MINERPARA.Apodesmia curvata
01PLANT.,06MINERPARA.,Ranunculus repens,Apodesmia similis,3.21E+04,01PLANT.Ranunculus repens,06MINERPARA.Apodesmia similis
01PLANT.,06MINERPARA.,Ranunculus repens,Ascogaster varipes,9.68E+01,01PLANT.Ranunculus repens,06MINERPARA.Ascogaster varipes
01PLANT.,06MINERPARA.,Ranunculus repens,Chorebus fallaciosae,2.05E+05,01PLANT.Ranunculus repens,06MINERPARA.Chorebus fallaciosae
01PLANT.,06MINERPARA.,Ranunculus repens,Chrysocharis orbicularis,1.54E+04,01PLANT.Ranunculus repens,06MINERPARA.Chrysocharis orbicularis
01PLANT.,06MINERPARA.,Ranunculus repens,Chrysocharis pentheus,2.33E+04,01PLANT.Ranunculus repens,06MINERPARA.Chrysocharis pentheus
01PLANT.,06MINERPARA.,Ranunculus repens,Chrysocharis pubicornis,4.69E+03,01PLANT.Ranunculus repens,06MINERPARA.Chrysocharis pubicornis
01PLANT.,06MINERPARA.,Ranunculus repens,Chrysocharis viridis,9.26E+03,01PLANT.Ranunculus repens,06MINERPARA.Chrysocharis viridis
01PLANT.,06MINERPARA.,Ranunculus repens,Cyrtogaster vulgaris,1.54E+03,01PLANT.Ranunculus repens,06MINERPARA.Cyrtogaster vulgaris
01PLANT.,06MINERPARA.,Ranunculus repens,Dacnusa areolaris,1.54E+03,01PLANT.Ranunculus repens,06MINERPARA.Dacnusa areolaris
01PLANT.,06MINERPARA.,Ranunculus repens,Dacnusa laevipectus,2.19E+02,01PLANT.Ranunculus repens,06MINERPARA.Dacnusa laevipectus
01PLANT.,06MINERPARA.,Ranunculus repens,Dacnusa macrospila,8.39E+04,01PLANT.Ranunculus repens,06MINERPARA.Dacnusa macrospila
01PLANT.,06MINERPARA.,Ranunculus repens,Dacnusa maculipes/confinis,8.55E+04,01PLANT.Ranunculus repens,06MINERPARA.Dacnusa maculipes/confinis
01PLANT.,06MINERPARA.,Ranunculus repens,Dapsilarthra rufiventris,3.87E+03,01PLANT.Ranunculus repens,06MINERPARA.Dapsilarthra rufiventris
01PLANT.,06MINERPARA.,Ranunculus repens,Diglyphus isaea,4.14E+05,01PLANT.Ranunculus repens,06MINERPARA.Diglyphus isaea
01PLANT.,06MINERPARA.,Ranunculus repens,Epiclerus temenus,1.54E+03,01PLANT.Ranunculus repens,06MINERPARA.Epiclerus temenus
01PLANT.,06MINERPARA.,Ranunculus repens,Eulophinae sp,3.33E+04,01PLANT.Ranunculus repens,06MINERPARA.Eulophinae sp
01PLANT.,06MINERPARA.,Ranunculus repens,Exotela gilvipes,6.16E+03,01PLANT.Ranunculus repens,06MINERPARA.Exotela gilvipes
01PLANT.,06MINERPARA.,Ranunculus repens,Hemiptarsenus dropion,9.11E+03,01PLANT.Ranunculus repens,06MINERPARA.Hemiptarsenus dropion
01PLANT.,06MINERPARA.,Ranunculus repens,Hemiptarsenus unguicellus,1.54E+03,01PLANT.Ranunculus repens,06MINERPARA.Hemiptarsenus unguicellus
01PLANT.,06MINERPARA.,Ranunculus repens,Opius sp,1.74E+04,01PLANT.Ranunculus repens,06MINERPARA.Opius sp
01PLANT.,06MINERPARA.,Ranunculus repens,Phaedrotoma exigua,3.16E+04,01PLANT.Ranunculus repens,06MINERPARA.Phaedrotoma exigua
01PLANT.,06MINERPARA.,Ranunculus repens,Pnigalio soemius,2.06E+04,01PLANT.Ranunculus repens,06MINERPARA.Pnigalio soemius
01PLANT.,06MINERPARA.,Ranunculus repens,Seladerma diffine,5.90E+04,01PLANT.Ranunculus repens,06MINERPARA.Seladerma diffine
01PLANT.,06MINERPARA.,Ranunculus repens,Seladerma tarsale,2.61E+03,01PLANT.Ranunculus repens,06MINERPARA.Seladerma tarsale
01PLANT.,06MINERPARA.,Rubus fruticosus,Adelius sp,7.71E+02,01PLANT.Rubus fruticosus,06MINERPARA.Adelius sp
01PLANT.,06MINERPARA.,Rubus fruticosus,Chrysocharis pentheus,2.19E+02,01PLANT.Rubus fruticosus,06MINERPARA.Chrysocharis pentheus
01PLANT.,06MINERPARA.,Rubus fruticosus,Chrysocharis prodice,1.88E+03,01PLANT.Rubus fruticosus,06MINERPARA.Chrysocharis prodice
01PLANT.,06MINERPARA.,Rubus fruticosus,Colastes braconius,8.29E+02,01PLANT.Rubus fruticosus,06MINERPARA.Colastes braconius
01PLANT.,06MINERPARA.,Rubus fruticosus,Pnigalio soemius,8.29E+02,01PLANT.Rubus fruticosus,06MINERPARA.Pnigalio soemius
01PLANT.,06MINERPARA.,Rumex sp.,Adelurola florimela,7.29E+02,01PLANT.Rumex sp.,06MINERPARA.Adelurola florimela
01PLANT.,06MINERPARA.,Rumex sp.,Apodesmia rufipes,9.68E+01,01PLANT.Rumex sp.,06MINERPARA.Apodesmia rufipes
01PLANT.,06MINERPARA.,Rumex sp.,Bracon sp,2.19E+02,01PLANT.Rumex sp.,06MINERPARA.Bracon sp
01PLANT.,06MINERPARA.,Sinapis arvensis,Chrysocharis chilo,4.00E+03,01PLANT.Sinapis arvensis,06MINERPARA.Chrysocharis chilo
01PLANT.,06MINERPARA.,Sinapis arvensis,Dacnusa temula,1.60E+04,01PLANT.Sinapis arvensis,06MINERPARA.Dacnusa temula
01PLANT.,06MINERPARA.,Sinapis arvensis,Diglyphus isaea,4.00E+03,01PLANT.Sinapis arvensis,06MINERPARA.Diglyphus isaea
01PLANT.,06MINERPARA.,Sinapis arvensis,Pnigalio soemius,8.00E+03,01PLANT.Sinapis arvensis,06MINERPARA.Pnigalio soemius
01PLANT.,06MINERPARA.,Sonchus asper/oleraceus,Chelonus scabrosus,9.68E+01,01PLANT.Sonchus asper/oleraceus,06MINERPARA.Chelonus scabrosus
01PLANT.,06MINERPARA.,Sonchus asper/oleraceus,Chorebus leptogaster,1.87E+04,01PLANT.Sonchus asper/oleraceus,06MINERPARA.Chorebus leptogaster
01PLANT.,06MINERPARA.,Sonchus asper/oleraceus,Chrysocharis pentheus,3.29E+03,01PLANT.Sonchus asper/oleraceus,06MINERPARA.Chrysocharis pentheus
01PLANT.,06MINERPARA.,Sonchus asper/oleraceus,Chrysocharis pubicornis,3.29E+03,01PLANT.Sonchus asper/oleraceus,06MINERPARA.Chrysocharis pubicornis
01PLANT.,06MINERPARA.,Sonchus asper/oleraceus,Dacnusa areolaris,6.39E+03,01PLANT.Sonchus asper/oleraceus,06MINERPARA.Dacnusa areolaris
